audio,transcript,transcription
539261624_457247_458931_25200,3371848921274735,3371848921274735
1878274529_458999_459013_25482,3786168846677547,3786168846677547
1229817727_459084_459115_25751,1937931529546937,1937931529546937
1878274529_459238_459247_26021,3735489273186832,3735489273186832
1878274529_459254_459265_25768,8981916796555783,8981916796555783
527731854_459323_459338_25854,2148562618835898,2148562618835898
527731854_459363_459372_25176,8826535733981661,8826535733981661
1878274529_459371_459378_25256,2151647125365659,2151647125365659
763941567_459727_459743_26089,1544822346345319,1544822346345319
539261624_459742_459765_25544,7545349354195223,7545349354195223
575298922_459913_459922_25170,2974519817816172,2974519817816172
763941567_460060_460069_25737,7723251424183416,7723251424183416
763941567_459756_459776_26107,5664778133571543,5664778133571543
1878274529_460170_460180_25168,2613734176863267,2613734176863267
763941567_460425_460438_25865,2776179542845491,2776179542845491
1878274529_460454_460460_25794,7472222339436416,7472222339436416
1297961140_460600_460610_25748,4778665172777388,4778665172777388
1082554792_460606_460614_25579,9678411963251866,9678411963251866
539261624_460722_460744_25940,7932974532124826,7932974532124826
1082554792_460773_460787_25175,7822392183993362,7822392183993362
763941567_460782_460797_25513,1479437635537984,1479437635537984
763941567_460752_460771_25401,8285244458222165,8285244458222165
1878274529_460819_460823_25890,2585633296786173,2585633296786173
1878274529_460875_460891_25848,3762558316376585,3762558316376585
1878274529_460996_461001_25651,7654745449824523,7654745449824523
1297961140_461223_461228_25923,4831892963596294,4831892963596294
1297961140_461245_461251_25340,2348743799739786,2348743799739786
1201653758_461331_461340_26095,2162467671554564,2162467671554564
539261624_461403_461415_25205,7677378295785962,7677378295785962
1201653758_461441_461446_25888,4894635715489157,4894635715489157
1201653758_461511_461513_25647,5316796476771458,5316796476771458
539261624_461599_461614_25927,4194943674296226,4194943674296226
809763511_461698_461719_25863,7429799251846884,7429799251846884
809763511_461754_461771_25171,8685498788576448,8685498788576448
809763511_461802_461814_25558,2763343168746165,2763343168746165
1009209372_462046_462059_25424,6311614922222863,6311614922222863
1128232293_462032_462060_25676,9689329433974378,9689329433974378
539261624_462172_462199_26023,3742188196849739,3742188196849739
809763511_462178_462209_25411,4536979797671636,453697979797671636
527731854_462234_462248_25681,4977761878888633,4977761878888633
809763511_462212_462250_26054,6394842482811828,6394842482811828
1009209372_462287_462306_25795,7418367815264289,7418367815264289
1009209372_462155_462176_25599,3416322688692394,3416322688692394
1009209372_462318_462334_26087,8627126394489259,8627126394489259
1297961140_462340_462375_25978,1663538129636253,1663538129636253
1128232293_466322_466351_26055,7752958243528578,7752958243528578
1128232293_466385_466418_25195,8952293711766141,8952293711766141
860296669_466376_466422_25741,3531679627361375,3531679627361375
828296631_466646_466668_25318,6743871949443774,6743871949443774
426881765_466657_466705_25963,1539268466763464,15392684676343464
860296669_466941_466970_25317,7196537152938318,7196537152938318
828296631_467200_467217_25160,2594249658545122,2594249658545122
828296631_467241_467261_25845,9856361542139747,9856361542139747
640339050_467305_467334_25560,5132199168826379,5132199168826379
640339050_467337_467361_25181,8531298812553117,8531298812553117
828296631_467536_467556_26046,4823442483193931,4823442483193931
539261624_467567_467589_25784,7265287924143923,7265287924143923
539261624_467628_467640_25833,9524369297641586,9524369297641586
1201653758_467606_467645_25977,8337154858248535,8337154858248535
1128232293_467961_467985_25338,9457724858185334,9457724858185334
539261624_468043_468071_25190,6358843188932115,6358843188932115
640339050_468311_468341_26066,5647896396467888,5647896396467888
671891258_468361_468380_25222,3586132495579593,3586132495579593
860296669_468387_468417_25462,1154183422413821,1154183422413821
815993798_468479_468495_25500,2973289841281394,2973289841281394
815993798_468542_468553_25504,9973315893382366,9973315893382366
1229817727_468551_468563_26086,5866467151465836,5866467151465836
2016758610_468605_468619_25774,2841944123233355,2841944123233355
1229817727_468654_468668_25159,8666656682362852,8666656682362852
671891258_468655_468670_25157,2285513522419595,2285513522419595
2016758610_468671_468686_25641,9436131463865139,9436131463865139
1229817727_468719_468727_25562,9355894143799583,9355894143799583
815993798_468846_468856_25332,8333454184589985,8333454184589985
815993798_468904_468908_25420,8811771243823495,8811771243823495
1229817727_469026_469039_26024,2614484579363114,2614484579363114
1082554792_469164_469227_25444,2718171712988582,2718171712988582
314849420_469208_469233_26049,3235222551472331,32352225514472331
892642911_469232_469254_25918,1997428132414969,1997428132414969
860296669_469244_469285_25480,4321294954539857,4321294954539857
892642911_469283_469294_25702,1153936798255335,1153936798255335
1297961140_469344_469363_26121,2598388987669293,2598388987669293
815993798_469593_469610_26120,3217226663967783,3217226663967783
1229817727_469814_469830_26053,7852554828733876,7852554828733876
1201653758_469796_469840_25554,5296641911984495,5296641911984495
1082554792_469857_469877_25192,8199227262366766,8199227262366766
1013880018_469942_469963_25270,8517486786811693,8517486786811693
828296631_470091_470123_25362,1231999333993782,1231999333993782
2016758610_470114_470138_25884,7676518568871771,7676518568871771
892642911_470244_470259_25982,4379741548992177,4379741548992177
1229817727_470341_470374_26079,9651366327848511,9651366327848511
892642911_470798_470826_25361,8823829388838994,8823829388838994
828296631_470895_470917_25685,1557598775115869,1557598775115869
1201653758_470962_470976_25688,6198466246286891,6198466246286891
892642911_470994_471007_25187,8855586791973114,8855586791973114
892642911_471179_471194_25903,9532247379131288,9532247379131288
828296631_471199_471212_25778,3867383365878541,3867383365878541
828296631_471292_471302_25683,4284831944386648,4284831944386648
1201653758_471410_471422_25441,4239155389629566,4239155389629566
1082554792_471604_471619_25291,6523288529272547,6523288529272547
2016758610_471606_471623_25391,3857679697594476,3857679697594476
1297961140_471645_471674_25435,3497783311194497,3497783311194497
828296631_471238_471251_25919,8253358653187946,8253358653187946
1201653758_471660_471689_25346,7625193644889492,7625193644889492
1297961140_471882_471905_25273,5577868559324869,5577868559324869
892642911_472114_472127_25448,1856211759857751,1856211759857751
809763511_472111_472128_25263,2478323385555693,2478323385555593
815993798_472335_472359_25841,3815645794251763,3815645794251763
815993798_472408_472427_25400,3991663337778437,3991663337778437
2016758610_472429_472446_25249,7538299767514792,7538299767514792
892642911_472487_472515_25974,9159953266984889,9159953266984889
809763511_472718_472752_25427,3525467167397899,3525467167397899
671891258_473023_473046_25703,8641495111451292,8641495111451292
892642911_473061_473078_25674,8862696227176517,8862696227176517
809763511_473123_473144_26060,7553148126552819,7553148126552819
809763511_473176_473191_25929,5429153729711518,5429153729711518
2016758610_473184_473202_26153,2913373655412825,2913373655412825
314849420_473169_473213_25509,9253354335986816,9253354335986816
815993798_473246_473260_25271,2796224379233627,2796224379233627
892642911_473377_473397_25813,1136623218697176,1136623218697176
809763511_473416_473443_25968,6458734858851948,6458734858851948
671891258_473492_473528_25334,8366848856225738,8366848856225738
1082554792_473544_473565_25189,7961737874383881,7961737874383881
976055738_473542_473596_25269,7567772887877998,7567772887877998
976055738_473762_473799_25771,3397186757296172,3397186757296172
809763511_473845_473888_25736,9931221362977269,9931221362977269
640339050_473987_474058_25517,5587575262552237,5587575262552237
892642911_474057_474074_25898,5983337512857265,5983337512857265
1297961140_474084_474116_25561,8522936388629941,8522936388629941
815993798_474138_474158_25630,8851298987142889,8851298987142889
892642911_474148_474175_25775,6726568837642593,6726568837642593
640339050_474338_474401_25336,8382376168962922,8382376168962922
2016758610_474652_474677_25734,7156436672999588,7156436672999588
1082554792_474752_474767_25390,3939813675585236,3939813675585236
1082554792_474786_474805_25610,9414965368913166,9414965368913166
809763511_474295_474325_25991,7682221432692274,7682221432692274
809763511_474149_474180_25742,2642211633987882,2642211633987882
1297961140_474753_474821_25254,9835544953352275,9835544953352275
2016758610_474857_474881_25826,3321171437732222,3321171437732222
671891258_474897_474917_25224,1625593655797896,1625593655797896
314849420_475112_475153_25241,5889236372755937,5889236372755937
2016758610_475139_475158_25849,4371965885211326,4371965885211326
892642911_475137_475167_25871,6676169246893165,6676169246893165
892642911_475312_475342_25225,5688345599127683,5688345599127683
2016758610_475353_475376_25789,4377555717875761,4377555717875761
426881765_475343_475395_25431,3337423672938756,3337423672938756
1297961140_475537_475548_25883,1494113475878639,1494113475878639
713611046_475657_475699_25648,1961291456336181,1961291456336181
426881765_475672_475733_25371,5575319777422687,55753197774GG687
671891258_475821_475836_25194,1462487183358697,1462487183358697
892642911_475930_475964_25961,7888312137394381,7888312137394381
2016758610_476024_476047_25407,7663439283268639,7663439283268639
2016758610_476133_476156_25611,9141471756451342,9141471756451342
976055738_476146_476170_25234,6921336319533418,6921336319533418
314849420_476149_476188_25173,5824161371517663,5824161371517663
2016758610_476202_476217_25791,4276127362356593,4276127362356593
671891258_476197_476220_25457,6475436975323251,6475436975323251
892642911_476278_476306_25220,9737824694884544,9737824694884544
314849420_476641_476671_25339,3824416315654424,3824416315654424
713611046_476708_476749_25375,4935148245927319,4935148245927319
1009209372_476792_476802_25618,7412198243732678,7412198243732678
1297961140_476786_476816_25308,6645383442128131,6645383442128131
1297961140_476980_477002_25490,5481555279621358,5481555279621358
5196964268_477010_477039_25638,7831726958673941,7831726958673941
314849420_477046_477096_25458,6221237647374693,6221237647374693
1009209372_477179_477193_25824,1874986992236737,1874986992236737
2016758610_476842_476860_25530,9566918792798941,9566918792798941
314849420_477173_477214_25806,1262593697889666,1262593697889666
640339050_477225_477284_25812,2113113431824732,2113113431824732
671891258_477274_477288_25969,5219273414142113,5219273414142113
671891258_477298_477314_25727,2368593616951498,2368593616951498
671891258_478933_478950_25301,3357544489829877,3357544489829877
2016758610_478948_478966_25709,9933698771242776,9933698771242776
713611046_478963_479005_25357,7357186174674892,7357186174674892
1347919237_479006_479045_26104,4616992383177171,4616992383177171
1082554792_479206_479225_25924,6783711976676245,6783711976676245
2016758610_479346_479363_25209,3599921472853235,3599921472853235
640339050_479357_479400_26048,9824143152518663,9824143152518663
640339050_479521_479565_26068,8325747655619492,8325747655619492
2016758610_479585_479602_25540,5924332195689131,5924332195689131
671891258_479573_479601_25640,2354237853218965,2354237853218965
1347919237_479702_479723_25804,6552649155422377,6552649155422377
2016758610_479727_479737_25472,3384144719788447,3384144719788447
2016758610_479867_479881_25879,7236943187246685,7236443187246685
809763511_479871_479898_25208,4326452758942215,4326452758942215
2016758610_479908_479918_25486,4654195337911425,4654195337911425
1201653758_479897_479922_25296,9767164185599537,9767164185599537
1201653758_479953_479972_25904,2251486619898474,2251486619898474
809763511_479981_480014_25568,8169757648868682,8169757648868682
1082554792_479988_480076_25723,6571568759239719,6571568459239719
