audio,audio_filepath,data_type,transcription
426881765_466948_466983_26913,/train/car-number/voices/426881765_466948_466983_26913.ogg,car,"1, 7, 7, 8, 6, 3"
575298922_418513_418514_26866,/train/car-number/voices/575298922_418513_418514_26866.ogg,car,әлбүш үй құл құл құл құл құл құл құл құл құл құл құл құл құл құл құл құл құл құл құл құл құл құл құл құл құл құл құл құл құл құл құл құл құл құл құл құл құл құл құл құл құл құл
763941567_458665_458670_26718,/train/car-number/voices/763941567_458665_458670_26718.ogg,car,Өйі әмі 279
568204248_439046_439049_26406,/train/car-number/voices/568204248_439046_439049_26406.ogg,car,15 РЕ 5008
575298922_418314_418315_27052,/train/car-number/voices/575298922_418314_418315_27052.ogg,car,68NO441
575298922_417404_417405_26819,/train/car-number/voices/575298922_417404_417405_26819.ogg,car,Alli-üç x-m-sifir-sifir-sifir-sekkis
1082554792_478460_478476_26996,/train/car-number/voices/1082554792_478460_478476_26996.ogg,car,16 İYİTİ 305
527731854_458910_458913_27077,/train/car-number/voices/527731854_458910_458913_27077.ogg,car,27i c 677
5591209497_453104_453116_27060,/train/car-number/voices/5591209497_453104_453116_27060.ogg,car,"19, U, Q, 8, 4, 1"
919361428_429702_429704_26844,/train/car-number/voices/919361428_429702_429704_26844.ogg,car,етміш еттің лөпі үз күрк ічи
860296669_430790_430791_26209,/train/car-number/voices/860296669_430790_430791_26209.ogg,car,20FM719
2016758610_469745_469764_26267,/train/car-number/voices/2016758610_469745_469764_26267.ogg,car,55AQ363
1082554792_469951_469967_26839,/train/car-number/voices/1082554792_469951_469967_26839.ogg,car,үйін бір сәйді дөрт үлі кі
527731854_459316_459321_27070,/train/car-number/voices/527731854_459316_459321_27070.ogg,car,21AF132
892642911_424217_424218_26473,/train/car-number/voices/892642911_424217_424218_26473.ogg,car,39 IH123'i
1013880018_442637_442640_26569,/train/car-number/voices/1013880018_442637_442640_26569.ogg,car,"Onchi, Tefe, Dootis, Wish"
919361428_429862_429865_26389,/train/car-number/voices/919361428_429862_429865_26389.ogg,car,37 OC 154
860296669_417483_417484_26702,/train/car-number/voices/860296669_417483_417484_26702.ogg,car,доқсан о бі 790-дөр
860296669_430782_430783_26894,/train/car-number/voices/860296669_430782_430783_26894.ogg,car,67 Fİ451
1269496718_433325_433328_26429,/train/car-number/voices/1269496718_433325_433328_26429.ogg,car,"34, ю, әр, 600 әрлігетті."
1043664892_430696_430697_26336,/train/car-number/voices/1043664892_430696_430697_26336.ogg,car,Aztmış-dokquz ağzı dörd səsənki
912272968_434604_434608_26357,/train/car-number/voices/912272968_434604_434608_26357.ogg,car,QIRX SƏKİZ ZƏ ƏZ 354
426881765_465025_465049_26581,/train/car-number/voices/426881765_465025_465049_26581.ogg,car,01SR 693
5028632961_418835_418836_26978,/train/car-number/voices/5028632961_418835_418836_26978.ogg,car,28-Y-T-663
5591209497_452145_452153_26812,/train/car-number/voices/5591209497_452145_452153_26812.ogg,car,56CV192
976055738_474189_474213_27155,/train/car-number/voices/976055738_474189_474213_27155.ogg,car,31.098
575298922_418404_418405_26636,/train/car-number/voices/575298922_418404_418405_26636.ogg,car,09FH 508
619589413_441018_441021_26457,/train/car-number/voices/619589413_441018_441021_26457.ogg,car,Цифрыки. ЖС. Твердюс грехики.
919361428_426981_426982_26705,/train/car-number/voices/919361428_426981_426982_26705.ogg,car,41-866
619589413_440833_440834_26892,/train/car-number/voices/619589413_440833_440834_26892.ogg,car,77 B'ye 119
954206432_420646_420652_27118,/train/car-number/voices/954206432_420646_420652_27118.ogg,car,"11, Kv 682"
763941567_431210_431213_26925,/train/car-number/voices/763941567_431210_431213_26925.ogg,car,0 9DO 412
1201653758_478739_478749_26828,/train/car-number/voices/1201653758_478739_478749_26828.ogg,car,48YT 215
1043664892_430465_430468_26759,/train/car-number/voices/1043664892_430465_430468_26759.ogg,car,Сфырюц пыры сфыромбір
619589413_441465_441468_26262,/train/car-number/voices/619589413_441465_441468_26262.ogg,car,28 db 441
1297961140_475307_475319_27142,/train/car-number/voices/1297961140_475307_475319_27142.ogg,car,10'da hızı 434.
1297961140_461150_461154_26852,/train/car-number/voices/1297961140_461150_461154_26852.ogg,car,63GP965
1229817727_455914_455927_26459,/train/car-number/voices/1229817727_455914_455927_26459.ogg,car,42 SD 0808
892642911_423923_423925_27033,/train/car-number/voices/892642911_423923_423925_27033.ogg,car,"72, YH 98"
671891258_470537_470557_26171,/train/car-number/voices/671891258_470537_470557_26171.ogg,car,"Əlil dörd ure, altı üçüç"
1150481435_416616_416617_26985,/train/car-number/voices/1150481435_416616_416617_26985.ogg,car,63 JP 832
539261624_458997_459008_26512,/train/car-number/voices/539261624_458997_459008_26512.ogg,car,68JA489
919361428_427295_427296_26552,/train/car-number/voices/919361428_427295_427296_26552.ogg,car,53-OR 839
2016758610_471319_471332_26236,/train/car-number/voices/2016758610_471319_471332_26236.ogg,car,оналты лыды алтыүс алтыншы жетте
1128232293_467038_467049_26936,/train/car-number/voices/1128232293_467038_467049_26936.ogg,car,30SN714
815993798_452200_452207_26683,/train/car-number/voices/815993798_452200_452207_26683.ogg,car,62 ZT5 sonucu
1082554792_470144_470164_26382,/train/car-number/voices/1082554792_470144_470164_26382.ogg,car,елмі алты жетіде тұқыз сәйсенміш
1051072005_444202_444203_26323,/train/car-number/voices/1051072005_444202_444203_26323.ogg,car,құқпеш ха ши е қалтың етміш екем
1009209372_462534_462541_26870,/train/car-number/voices/1009209372_462534_462541_26870.ogg,car,25FY784
1082554792_471927_471947_26428,/train/car-number/voices/1082554792_471927_471947_26428.ogg,car,ермьеді сәйзі еттігі зүріқ бейір
1009209372_463556_463565_26269,/train/car-number/voices/1009209372_463556_463565_26269.ogg,car,odseti si zjezce z frotu spešku.
1269496718_441784_441789_26241,/train/car-number/voices/1269496718_441784_441789_26241.ogg,car,"37, Q'yu 754."
1297961140_476311_476324_26741,/train/car-number/voices/1297961140_476311_476324_26741.ogg,car,"71, 10, 9, 63"
892642911_424239_424240_27039,/train/car-number/voices/892642911_424239_424240_27039.ogg,car,29 E F 457
1043664892_446325_446326_26453,/train/car-number/voices/1043664892_446325_446326_26453.ogg,car,66V108
1150481435_416456_416457_26518,/train/car-number/voices/1150481435_416456_416457_26518.ogg,car,05NW 931.
5028632961_419325_419326_26951,/train/car-number/voices/5028632961_419325_419326_26951.ogg,car,On üç P P üçüz on altı
976055738_453940_453957_26793,/train/car-number/voices/976055738_453940_453957_26793.ogg,car,Құрп пеш құрджы сәткіз ғырхүйтсу
1013880018_445910_445921_26715,/train/car-number/voices/1013880018_445910_445921_26715.ogg,car,13 hs 746
892642911_455922_455929_26387,/train/car-number/voices/892642911_455922_455929_26387.ogg,car,сұпыр бір иы дабүлің үйзің құқыз
976055738_475253_475269_26949,/train/car-number/voices/976055738_475253_475269_26949.ogg,car,09-Aji 8803
1297961140_470812_470819_26717,/train/car-number/voices/1297961140_470812_470819_26717.ogg,car,34YZ 168
1878274529_449608_449619_26871,/train/car-number/voices/1878274529_449608_449619_26871.ogg,car,34 en 121
1082554792_460759_460769_26551,/train/car-number/voices/1082554792_460759_460769_26551.ogg,car,ұмбит дабүлі в күргірқтоккос
5028632961_420515_420517_27065,/train/car-number/voices/5028632961_420515_420517_27065.ogg,car,отүйс дөрт х х х
1201653758_465734_465747_26203,/train/car-number/voices/1201653758_465734_465747_26203.ogg,car,85 QB 643
1878274529_452594_452605_26424,/train/car-number/voices/1878274529_452594_452605_26424.ogg,car,"69, fı, ı, 705"
5028632961_421197_421201_26857,/train/car-number/voices/5028632961_421197_421201_26857.ogg,car,18 VV 335
640339050_475754_475777_26850,/train/car-number/voices/640339050_475754_475777_26850.ogg,car,60 pv 655
314849420_477899_477919_26600,/train/car-number/voices/314849420_477899_477919_26600.ogg,car,оттүр бейш а сұфыр етміш алты
1268975918_425481_425482_26602,/train/car-number/voices/1268975918_425481_425482_26602.ogg,car,"71, İU 0,68"
1269496718_432155_432156_26782,/train/car-number/voices/1269496718_432155_432156_26782.ogg,car,10 pra 135
341881303_436023_436034_27087,/train/car-number/voices/341881303_436023_436034_27087.ogg,car,28 VY 579
5028632961_420763_420770_26333,/train/car-number/voices/5028632961_420763_420770_26333.ogg,car,әлі-докүз рү-е-дөрді-сәкіз
619589413_447287_447292_27027,/train/car-number/voices/619589413_447287_447292_27027.ogg,car,71 MD 135
1128232293_445082_445083_26353,/train/car-number/voices/1128232293_445082_445083_26353.ogg,car,on üç c h h doxuz altmış səkiz
568204248_435095_435100_26646,/train/car-number/voices/568204248_435095_435100_26646.ogg,car,54 FJ 7037.
815993798_462737_462781_26726,/train/car-number/voices/815993798_462737_462781_26726.ogg,car,53 nn 301
426881765_474124_474150_26703,/train/car-number/voices/426881765_474124_474150_26703.ogg,car,4-3-NK-3-4-8
828296631_456917_456929_26245,/train/car-number/voices/828296631_456917_456929_26245.ogg,car,Əllidörd UZ səkkizhüz səkkiz
1297961140_472813_472824_26198,/train/car-number/voices/1297961140_472813_472824_26198.ogg,car,65MG148
1051072005_443940_443943_26563,/train/car-number/voices/1051072005_443940_443943_26563.ogg,car,Əli doquz vv yüz on doquz
1201653758_475629_475642_26652,/train/car-number/voices/1201653758_475629_475642_26652.ogg,car,40 i r 293
1009209372_477248_477254_26498,/train/car-number/voices/1009209372_477248_477254_26498.ogg,car,77 491
809763511_472647_472659_27059,/train/car-number/voices/809763511_472647_472659_27059.ogg,car,Əllü altı tıcı beş yüz otçuz dörd
671891258_466696_466738_27112,/train/car-number/voices/671891258_466696_466738_27112.ogg,car,қыркүйкі әнті дөртүз ұқсан деш
1013880018_446950_446959_27097,/train/car-number/voices/1013880018_446950_446959_27097.ogg,car,"Otto Schuch, Gugu, Zombið"
1201653758_461218_461222_27095,/train/car-number/voices/1201653758_461218_461222_27095.ogg,car,67-i EFL-153
912272968_435001_435006_26845,/train/car-number/voices/912272968_435001_435006_26845.ogg,car,61 pəq 87
314849420_468928_468939_27093,/train/car-number/voices/314849420_468928_468939_27093.ogg,car,22ZK099
1150481435_413529_413530_26156,/train/car-number/voices/1150481435_413529_413530_26156.ogg,car,43 vd111
1201653758_462840_462853_26615,/train/car-number/voices/1201653758_462840_462853_26615.ogg,car,65 FM 573
1297961140_459159_459166_26700,/train/car-number/voices/1297961140_459159_459166_26700.ogg,car,45 IQ 256
912272968_433499_433508_26435,/train/car-number/voices/912272968_433499_433508_26435.ogg,car,алтмыш мр-726
910545275_415475_415476_26950,/train/car-number/voices/910545275_415475_415476_26950.ogg,car,"46, ныры 668"
954206432_432677_432682_26642,/train/car-number/voices/954206432_432677_432682_26642.ogg,car,14 ZB 233
1201653758_471203_471216_26364,/train/car-number/voices/1201653758_471203_471216_26364.ogg,car,52HC091
1201653758_472822_472836_26261,/train/car-number/voices/1201653758_472822_472836_26261.ogg,car,12 у ф 641
2016758610_470874_470881_27019,/train/car-number/voices/2016758610_470874_470881_27019.ogg,car,Əlli ds 938
575298922_418541_418542_26623,/train/car-number/voices/575298922_418541_418542_26623.ogg,car,оттүс-докүз в г алты yüz он бір
910545275_414909_414910_27116,/train/car-number/voices/910545275_414909_414910_27116.ogg,car,38XO 072
1082554792_447790_447795_27043,/train/car-number/voices/1082554792_447790_447795_27043.ogg,car,Otuz yetti UT altı yüz əldi doqqus
912272968_434557_434562_27083,/train/car-number/voices/912272968_434557_434562_27083.ogg,car,қырқықтыққыз е ән үш үс әйсәм беш
1009209372_478458_478492_26801,/train/car-number/voices/1009209372_478458_478492_26801.ogg,car,Kırkçıyı OP'ye ne olup hissettim.
1297961140_463236_463239_26992,/train/car-number/voices/1297961140_463236_463239_26992.ogg,car,85RM126
1150481435_416268_416269_26675,/train/car-number/voices/1150481435_416268_416269_26675.ogg,car,04SP 853
860296669_428215_428216_26591,/train/car-number/voices/860296669_428215_428216_26591.ogg,car,50 OY 426
575298922_445861_445867_26677,/train/car-number/voices/575298922_445861_445867_26677.ogg,car,65 л.ф. 197
1878274529_450357_450361_26790,/train/car-number/voices/1878274529_450357_450361_26790.ogg,car,Seysən beş boyu beş sekiz altı
954206432_417589_417590_26732,/train/car-number/voices/954206432_417589_417590_26732.ogg,car,"Ongbier, j, g, dörtus, bes."
912272968_433815_433821_26471,/train/car-number/voices/912272968_433815_433821_26471.ogg,car,39 арбә 793
828296631_454163_454284_26367,/train/car-number/voices/828296631_454163_454284_26367.ogg,car,22 KA 288
1297961140_477004_477018_26268,/train/car-number/voices/1297961140_477004_477018_26268.ogg,car,06ms327
1043664892_428683_428684_26401,/train/car-number/voices/1043664892_428683_428684_26401.ogg,car,22 табылын 4.79
640339050_479425_479442_26967,/train/car-number/voices/640339050_479425_479442_26967.ogg,car,он сәткіз дж п үтсүйүз етміш алты
671891258_473857_473869_26396,/train/car-number/voices/671891258_473857_473869_26396.ogg,car,25 YG 085
539261624_460138_460162_26273,/train/car-number/voices/539261624_460138_460162_26273.ogg,car,Ég mis ekkið sr dörðus ég með dörð.
527731854_463792_463796_26485,/train/car-number/voices/527731854_463792_463796_26485.ogg,car,54JF-135
976055738_455206_455230_26695,/train/car-number/voices/976055738_455206_455230_26695.ogg,car,06 HB124
1043664892_430202_430203_27007,/train/car-number/voices/1043664892_430202_430203_27007.ogg,car,тоқсан табүлі о етті сайсан бер
5440156582_424714_424715_26954,/train/car-number/voices/5440156582_424714_424715_26954.ogg,car,0.9SN349
815993798_471611_471617_26572,/train/car-number/voices/815993798_471611_471617_26572.ogg,car,21 MW 060
575298922_423961_423962_26422,/train/car-number/voices/575298922_423961_423962_26422.ogg,car,Қүрдөрт әві үш үш үш
1201653758_466200_466214_26582,/train/car-number/voices/1201653758_466200_466214_26582.ogg,car,50ZU 014
5028632961_419263_419264_26404,/train/car-number/voices/5028632961_419263_419264_26404.ogg,car,ұтқыс алты құ а үтс беш алты
1878274529_446049_446060_27126,/train/car-number/voices/1878274529_446049_446060_27126.ogg,car,H-A-764
1082554792_477791_477810_27108,/train/car-number/voices/1082554792_477791_477810_27108.ogg,car,12MX704
1201653758_466095_466114_27089,/train/car-number/voices/1201653758_466095_466114_27089.ogg,car,58UG 784-dür.
1268975918_425220_425221_26532,/train/car-number/voices/1268975918_425220_425221_26532.ogg,car,69PT 143
1297961140_476291_476308_26576,/train/car-number/voices/1297961140_476291_476308_26576.ogg,car,13A912
1269496718_432529_432536_26895,/train/car-number/voices/1269496718_432529_432536_26895.ogg,car,35MA213
910545275_414917_414918_26851,/train/car-number/voices/910545275_414917_414918_26851.ogg,car,53WX099
919361428_429583_429585_26930,/train/car-number/voices/919361428_429583_429585_26930.ogg,car,38 qp 222
1013880018_446334_446344_26384,/train/car-number/voices/1013880018_446334_446344_26384.ogg,car,60 vt465
